"state_name","county_name","date","positive_pct","transmission_level"
"Ohio","Morgan County",2022-03-09,10,"high"
"Missouri","Putnam County",2022-03-09,19.05,"high"
"South Dakota","Dewey County",2022-03-09,2.17,"substantial"
"Illinois","Montgomery County",2022-03-09,2.22,"high"
"Missouri","St. Louis County",2022-03-09,3.78,"substantial"
"Missouri","Shannon County",2022-03-09,2.02,"substantial"
"Wisconsin","Marquette County",2022-03-09,1.17,"moderate"
"South Dakota","Pennington County",2022-03-09,6.33,"substantial"
"Illinois","White County",2022-03-09,0.21,"substantial"
"Minnesota","Sherburne County",2022-03-09,1.86,"substantial"
"Missouri","Chariton County",2022-03-09,6.67,"substantial"
"Kansas","Kingman County",2022-03-09,0,"substantial"
"South Dakota","Kingsbury County",2022-03-09,0,"substantial"
"Nebraska","Stanton County",2022-03-09,3.6294571536429,"low"
"Illinois","Jefferson County",2022-03-09,4.01,"substantial"
"Missouri","Crawford County",2022-03-09,2.7,"moderate"
"Nebraska","Arthur County",2022-03-09,3.6294571536429,"low"
"Wisconsin","Wood County",2022-03-09,4.36,"substantial"
"Ohio","Ottawa County",2022-03-09,2.8,"high"
"Wisconsin","Jefferson County",2022-03-09,3.97,"substantial"
"Illinois","Hancock County",2022-03-09,1.59,"moderate"
"Ohio","Ashland County",2022-03-09,1.85,"moderate"
"Nebraska","Scotts Bluff County",2022-03-09,4.35,"low"
"Minnesota","Freeborn County",2022-03-09,3.73,"high"
"Kansas","Barton County",2022-03-09,2.12,"moderate"
"Ohio","Hancock County",2022-03-09,3.15,"moderate"
"South Dakota","Marshall County",2022-03-09,14.29,"high"
"Minnesota","Lake County",2022-03-09,2.93,"high"
"Illinois","Kane County",2022-03-09,1.93,"substantial"
"Indiana","Wells County",2022-03-09,6.74,"moderate"
"North Dakota","Slope County",2022-03-09,3.6294571536429,"low"
"Ohio","Lucas County",2022-03-09,2.26,"substantial"
"Minnesota","Koochiching County",2022-03-09,3.06,"substantial"
"Indiana","Huntington County",2022-03-09,5.69,"moderate"
"South Dakota","Day County",2022-03-09,7.14,"substantial"
"Missouri","Callaway County",2022-03-09,3.35,"high"
"Ohio","Darke County",2022-03-09,1.29,"moderate"
"Missouri","Clark County",2022-03-09,0,"moderate"
"North Dakota","Adams County",2022-03-09,2.38,"substantial"
"Ohio","Morrow County",2022-03-09,6.47,"moderate"
"Ohio","Union County",2022-03-09,3.49,"moderate"
"Kansas","Pawnee County",2022-03-09,3.66,"moderate"
"Minnesota","Stearns County",2022-03-09,2.39,"high"
"Michigan","Lake County",2022-03-09,7.53,"substantial"
"Missouri","Morgan County",2022-03-09,3.97,"moderate"
"Minnesota","Rice County",2022-03-09,4.75,"high"
"Wisconsin","Clark County",2022-03-09,1.96,"low"
"Illinois","Lee County",2022-03-09,1.67,"substantial"
"Ohio","Wayne County",2022-03-09,2.51,"moderate"
"Ohio","Seneca County",2022-03-09,1.63,"substantial"
"Nebraska","Holt County",2022-03-09,12,"high"
"Missouri","Maries County",2022-03-09,0,"substantial"
"Nebraska","McPherson County",2022-03-09,3.6294571536429,""
"Illinois","Gallatin County",2022-03-09,1.32,"moderate"
"Missouri","Miller County",2022-03-09,1.97,"moderate"
"Kansas","Ness County",2022-03-09,0,"low"
"Nebraska","Furnas County",2022-03-09,3.6294571536429,"low"
"Minnesota","Jackson County",2022-03-09,0,"moderate"
"Michigan","Iosco County",2022-03-09,7.05,"substantial"
"Missouri","Benton County",2022-03-09,4.03,"substantial"
"Illinois","Kendall County",2022-03-09,2.98,"substantial"
"Illinois","Hardin County",2022-03-09,2.13,"substantial"
"Ohio","Tuscarawas County",2022-03-09,5.43,"substantial"
"Nebraska","Box Butte County",2022-03-09,3.6294571536429,"low"
"Ohio","Jackson County",2022-03-09,9.47,"high"
"Nebraska","Banner County",2022-03-09,3.6294571536429,""
"Nebraska","Hooker County",2022-03-09,3.6294571536429,"low"
"Kansas","Graham County",2022-03-09,0,"low"
"South Dakota","Perkins County",2022-03-09,0,"low"
"Wisconsin","Marathon County",2022-03-09,2.61,"moderate"
"Indiana","Adams County",2022-03-09,3.7,"moderate"
"Illinois","Pope County",2022-03-09,6.67,"substantial"
"Minnesota","Clearwater County",2022-03-09,3.3,"high"
"Missouri","Pettis County",2022-03-09,3.28,"substantial"
"Kansas","Comanche County",2022-03-09,3.6294571536429,"low"
"Ohio","Carroll County",2022-03-09,3.01,"moderate"
"Wisconsin","Douglas County",2022-03-09,5.25,"substantial"
"Kansas","Rush County",2022-03-09,0,"low"
"Michigan","Arenac County",2022-03-09,8.27,"substantial"
"South Dakota","Spink County",2022-03-09,0,"low"
"North Dakota","Hettinger County",2022-03-09,0,"low"
"Michigan","Calhoun County",2022-03-09,5.24,"substantial"
"Missouri","Moniteau County",2022-03-09,1.22,"moderate"
"Nebraska","Perkins County",2022-03-09,3.6294571536429,"low"
"Minnesota","Itasca County",2022-03-09,5.48,"high"
"Illinois","De Witt County",2022-03-09,0.46,"moderate"
"Nebraska","Keya Paha County",2022-03-09,3.6294571536429,""
"Minnesota","Nobles County",2022-03-09,5.8,"substantial"
"Michigan","Monroe County",2022-03-09,4.63,"substantial"
"Minnesota","Benton County",2022-03-09,1.95,"substantial"
"Illinois","Stark County",2022-03-09,1.33,"substantial"
"Wisconsin","Lincoln County",2022-03-09,2.28,"moderate"
"Illinois","DeKalb County",2022-03-09,1.61,"substantial"
"Nebraska","Keith County",2022-03-09,6.67,"moderate"
"Missouri","Gasconade County",2022-03-09,9.35,"substantial"
"Ohio","Crawford County",2022-03-09,2.9,"moderate"
"Ohio","Meigs County",2022-03-09,8.56,"high"
"South Dakota","Edmunds County",2022-03-09,13.33,"high"
"Illinois","Winnebago County",2022-03-09,2.65,"moderate"
"Illinois","Saline County",2022-03-09,4.17,"high"
"Minnesota","Cottonwood County",2022-03-09,7.61,"high"
"Illinois","Boone County",2022-03-09,1.95,"substantial"
"Missouri","Saline County",2022-03-09,3.25,"moderate"
"Michigan","Ogemaw County",2022-03-09,1.31,"low"
"Michigan","Wexford County",2022-03-09,4.33,"moderate"
"Michigan","Bay County",2022-03-09,6.54,"substantial"
"Kansas","Russell County",2022-03-09,10,"high"
"Kansas","McPherson County",2022-03-09,5.96,"substantial"
"Kansas","Trego County",2022-03-09,0,"moderate"
"Missouri","Osage County",2022-03-09,7.48,"substantial"
"Illinois","Rock Island County",2022-03-09,2.66,"moderate"
"Ohio","Richland County",2022-03-09,3.29,"substantial"
"Illinois","Effingham County",2022-03-09,2.77,"substantial"
"Wisconsin","Walworth County",2022-03-09,3.64,"moderate"
"South Dakota","Harding County",2022-03-09,3.6294571536429,"low"
"Wisconsin","Green County",2022-03-09,6.38,"substantial"
"Kansas","Gove County",2022-03-09,0,"low"
"Illinois","Woodford County",2022-03-09,1.8,"substantial"
"Illinois","Mercer County",2022-03-09,2.05,"substantial"
"Minnesota","Carlton County",2022-03-09,1.74,"substantial"
"Nebraska","Morrill County",2022-03-09,3.6294571536429,"low"
"Kansas","Rooks County",2022-03-09,7.14,"substantial"
"Illinois","McLean County",2022-03-09,0.59,"substantial"
"Missouri","Cole County",2022-03-09,4.31,"substantial"
"Ohio","Wyandot County",2022-03-09,2.03,"low"
"Nebraska","Lincoln County",2022-03-09,6.54,"moderate"
"Minnesota","Morrison County",2022-03-09,5.66,"high"
"Indiana","Jay County",2022-03-09,1.59,"moderate"
"Kansas","Logan County",2022-03-09,0,"moderate"
"Kansas","Ellis County",2022-03-09,2.77,"substantial"
"Minnesota","Todd County",2022-03-09,4.56,"substantial"
"Minnesota","Murray County",2022-03-09,2.22,"substantial"
"Michigan","Missaukee County",2022-03-09,3.66,"low"
"Illinois","Fayette County",2022-03-09,1.02,"substantial"
"South Dakota","Brown County",2022-03-09,12.06,"high"
"Kansas","Edwards County",2022-03-09,3.6294571536429,"low"
"Illinois","Carroll County",2022-03-09,1.75,"high"
"Minnesota","Cook County",2022-03-09,2.31,"substantial"
"Ohio","Fulton County",2022-03-09,2.88,"moderate"
"Minnesota","Pine County",2022-03-09,1.12,"moderate"
"Ohio","Montgomery County",2022-03-09,2.82,"moderate"
"Michigan","Barry County",2022-03-09,4.46,"substantial"
"Minnesota","St. Louis County",2022-03-09,3.64,"high"
"Wisconsin","Rock County",2022-03-09,5.28,"substantial"
"Ohio","Stark County",2022-03-09,2.18,"moderate"
"South Dakota","Faulk County",2022-03-09,0,"high"
"Ohio","Holmes County",2022-03-09,4.85,"substantial"
"Missouri","Pemiscot County",2022-03-09,3.39,"substantial"
"Nebraska","Garden County",2022-03-09,3.6294571536429,""
"Michigan","Oscoda County",2022-03-09,8.7,"substantial"
"Nebraska","Rock County",2022-03-09,3.6294571536429,"high"
"Nebraska","Phelps County",2022-03-09,3.6294571536429,"high"
"Minnesota","Beltrami County",2022-03-09,7.95,"high"
"Illinois","Ogle County",2022-03-09,2.49,"substantial"
"Ohio","Gallia County",2022-03-09,5.97,"high"
"Nebraska","Grant County",2022-03-09,3.6294571536429,""
"Kansas","Kiowa County",2022-03-09,10.64,"high"
"Illinois","Henry County",2022-03-09,2.81,"substantial"
"Michigan","Osceola County",2022-03-09,5.71,"substantial"
"Kansas","Pratt County",2022-03-09,0.81,"low"
"Wisconsin","Lafayette County",2022-03-09,5.19,"substantial"
"North Dakota","Bowman County",2022-03-09,0,"low"
"Ohio","Greene County",2022-03-09,3.26,"high"
"Ohio","Marion County",2022-03-09,2.99,"moderate"
"South Dakota","McPherson County",2022-03-09,0,"low"
"Ohio","Wood County",2022-03-09,3.2,"moderate"
"Minnesota","Faribault County",2022-03-09,2.92,"substantial"
"Nebraska","Harlan County",2022-03-09,3.6294571536429,"high"
"Ohio","Preble County",2022-03-09,3.68,"substantial"
"Minnesota","Meeker County",2022-03-09,1.8,"substantial"
"Wisconsin","Taylor County",2022-03-09,2.38,"moderate"
"Nebraska","Brown County",2022-03-09,3.6294571536429,"high"
"Illinois","Whiteside County",2022-03-09,1.84,"substantial"
"Ohio","Shelby County",2022-03-09,3.12,"moderate"
"Wisconsin","Winnebago County",2022-03-09,3.06,"substantial"
"Kansas","Ottawa County",2022-03-09,8.51,"substantial"
"Michigan","Ontonagon County",2022-03-09,1.79,"low"
"North Dakota","Burleigh County",2022-03-09,3.62,"high"
"Nebraska","Richardson County",2022-03-09,15.38,"high"
"Missouri","Polk County",2022-03-09,3.12,"moderate"
"North Dakota","McHenry County",2022-03-09,3.85,"substantial"
"Indiana","Noble County",2022-03-09,0,"moderate"
"Michigan","Oakland County",2022-03-09,4.05,"substantial"
"Wisconsin","Vilas County",2022-03-09,2.03,"moderate"
"Michigan","Midland County",2022-03-09,3.56,"moderate"
"Missouri","Greene County",2022-03-09,3.85,"substantial"
"Missouri","Hickory County",2022-03-09,1.49,"substantial"
"South Dakota","Haakon County",2022-03-09,3.6294571536429,"low"
"Indiana","Pulaski County",2022-03-09,7.45,"high"
"Nebraska","Dawes County",2022-03-09,0,"low"
"Ohio","Washington County",2022-03-09,9.57,"substantial"
"Michigan","Washtenaw County",2022-03-09,2.91,"substantial"
"South Dakota","Oglala Lakota County",2022-03-09,3.6294571536429,"high"
"Michigan","Isabella County",2022-03-09,2.76,"moderate"
"North Dakota","McLean County",2022-03-09,6.35,"moderate"
"Indiana","Jefferson County",2022-03-09,7.69,"moderate"
"North Dakota","Mountrail County",2022-03-09,0,"high"
"Kansas","Wilson County",2022-03-09,2.47,"substantial"
"Missouri","Texas County",2022-03-09,5.9,"substantial"
"Missouri","Dallas County",2022-03-09,6.03,"substantial"
"South Dakota","Hughes County",2022-03-09,9.41,"substantial"
"Nebraska","Thayer County",2022-03-09,0,"low"
"Missouri","Lewis County",2022-03-09,2.01,"high"
"North Dakota","Oliver County",2022-03-09,3.6294571536429,"low"
"South Dakota","Jones County",2022-03-09,3.6294571536429,"high"
"Wisconsin","Oneida County",2022-03-09,1.97,"moderate"
"Indiana","Ohio County",2022-03-09,0,"moderate"
"Missouri","Carroll County",2022-03-09,5.88,"moderate"
"Michigan","Clare County",2022-03-09,4.76,"substantial"
"Wisconsin","Green Lake County",2022-03-09,2.3,"moderate"
"Minnesota","Pennington County",2022-03-09,1.08,"substantial"
"North Dakota","LaMoure County",2022-03-09,5.88,"high"
"Missouri","Laclede County",2022-03-09,2.89,"moderate"
"Illinois","Will County",2022-03-09,1.91,"substantial"
"Illinois","Grundy County",2022-03-09,1.7,"moderate"
"Indiana","Allen County",2022-03-09,4.77,"moderate"
"Missouri","Pulaski County",2022-03-09,3.35,"low"
"Michigan","Wayne County",2022-03-09,1.74,"substantial"
"Kansas","Saline County",2022-03-09,1.53,"substantial"
"Indiana","LaGrange County",2022-03-09,1.27,"moderate"
"Missouri","Webster County",2022-03-09,4.03,"moderate"
"North Dakota","Sioux County",2022-03-09,6.15,"high"
"Missouri","Phelps County",2022-03-09,4.77,"high"
"Illinois","Johnson County",2022-03-09,0.8,"high"
"Minnesota","Marshall County",2022-03-09,4.04,"substantial"
"Indiana","Dearborn County",2022-03-09,4.29,"moderate"
"Nebraska","Sheridan County",2022-03-09,3.6294571536429,"high"
"Missouri","Lawrence County",2022-03-09,5.49,"substantial"
"Wisconsin","Manitowoc County",2022-03-09,1.69,"moderate"
"Illinois","Pike County",2022-03-09,1.65,"substantial"
"Wisconsin","Portage County",2022-03-09,3.65,"moderate"
"South Dakota","Ziebach County",2022-03-09,0,"low"
"Missouri","Pike County",2022-03-09,8.38,"substantial"
"Indiana","DeKalb County",2022-03-09,5,"moderate"
"Nebraska","Dundy County",2022-03-09,0,"low"
"Indiana","Steuben County",2022-03-09,6.25,"moderate"
"Indiana","Marshall County",2022-03-09,2.83,"moderate"
"Wisconsin","Dodge County",2022-03-09,1.87,"substantial"
"Indiana","Fulton County",2022-03-09,4.4,"substantial"
"Missouri","Marion County",2022-03-09,2.53,"moderate"
"Missouri","Dade County",2022-03-09,0,"moderate"
"Nebraska","Pawnee County",2022-03-09,3.6294571536429,""
"Kansas","Lincoln County",2022-03-09,3.6294571536429,"high"
"Minnesota","Roseau County",2022-03-09,1.57,"high"
"Wisconsin","Waushara County",2022-03-09,1.62,"moderate"
"North Dakota","Dickey County",2022-03-09,5.56,"moderate"
"Wisconsin","Iron County",2022-03-09,1.25,"substantial"
"Michigan","Gogebic County",2022-03-09,2.04,"moderate"
"Wisconsin","Sheboygan County",2022-03-09,2.86,"substantial"
"Ohio","Miami County",2022-03-09,4.11,"moderate"
"Nebraska","Fillmore County",2022-03-09,0,"low"
"South Dakota","Bennett County",2022-03-09,6.25,"high"
"Missouri","Barry County",2022-03-09,4.25,"substantial"
"Illinois","Adams County",2022-03-09,2.23,"substantial"
"Illinois","Clinton County",2022-03-09,2.11,"substantial"
"Missouri","Ozark County",2022-03-09,5.36,"substantial"
"Wisconsin","Barron County",2022-03-09,2.72,"substantial"
"South Dakota","Stanley County",2022-03-09,6.67,"moderate"
"Nebraska","Hayes County",2022-03-09,3.6294571536429,"low"
"Illinois","Randolph County",2022-03-09,1.93,"moderate"
"South Dakota","Sully County",2022-03-09,3.6294571536429,"low"
"Kansas","Ellsworth County",2022-03-09,0,"moderate"
"Wisconsin","Calumet County",2022-03-09,2.65,"moderate"
"North Dakota","Bottineau County",2022-03-09,6.25,"moderate"
"North Dakota","Burke County",2022-03-09,0,"low"
"Nebraska","Sioux County",2022-03-09,3.6294571536429,"low"
"Illinois","St. Clair County",2022-03-09,1.77,"moderate"
"North Dakota","Renville County",2022-03-09,3.6294571536429,"substantial"
"Michigan","Macomb County",2022-03-09,3.71,"high"
"Indiana","Whitley County",2022-03-09,3.41,"moderate"
"Missouri","Livingston County",2022-03-09,3.97,"substantial"
"Missouri","Wright County",2022-03-09,4.86,"substantial"
"North Dakota","Kidder County",2022-03-09,0,"substantial"
"Illinois","Monroe County",2022-03-09,1.09,"moderate"
"Michigan","Gladwin County",2022-03-09,3.92,"moderate"
"North Dakota","Morton County",2022-03-09,5.32,"substantial"
"Missouri","Douglas County",2022-03-09,3.2,"moderate"
"North Dakota","Emmons County",2022-03-09,0,"low"
"Missouri","Ralls County",2022-03-09,0,"high"
"Missouri","Reynolds County",2022-03-09,3.23,"substantial"
"North Dakota","Mercer County",2022-03-09,8.57,"high"
"Illinois","Massac County",2022-03-09,4.67,"high"
"Indiana","Ripley County",2022-03-09,4.44,"substantial"
"Missouri","Christian County",2022-03-09,3.73,"substantial"
"Kansas","Atchison County",2022-03-09,2.76,"substantial"
"North Dakota","Ward County",2022-03-09,4.27,"substantial"
"Michigan","Livingston County",2022-03-09,4.86,"substantial"
"Wisconsin","Fond du Lac County",2022-03-09,2.39,"moderate"
"Wisconsin","Rusk County",2022-03-09,0.85,"low"
"Indiana","St. Joseph County",2022-03-09,1.84,"moderate"
"North Dakota","Sheridan County",2022-03-09,3.6294571536429,"high"
"Missouri","Stone County",2022-03-09,3.89,"substantial"
"Minnesota","Lake of the Woods County",2022-03-09,0,"substantial"
"Indiana","Switzerland County",2022-03-09,14.63,"high"
"Minnesota","Kittson County",2022-03-09,4.35,"low"
"Wisconsin","Forest County",2022-03-09,0.84,"low"
"Missouri","Dent County",2022-03-09,3.68,"substantial"
"Wisconsin","Ozaukee County",2022-03-09,3.33,"moderate"
"Nebraska","Cuming County",2022-03-09,3.6294571536429,"low"
"Minnesota","Lincoln County",2022-03-09,1.85,"moderate"
"Kansas","Hamilton County",2022-03-09,3.6294571536429,"low"
"Wisconsin","Chippewa County",2022-03-09,3.88,"substantial"
"North Dakota","Cass County",2022-03-09,2.96,"substantial"
"Nebraska","Dixon County",2022-03-09,9.09,"substantial"
"Illinois","Tazewell County",2022-03-09,1.06,"moderate"
"Wisconsin","Dunn County",2022-03-09,4.73,"substantial"
"North Dakota","Towner County",2022-03-09,1.35,"low"
"Missouri","Grundy County",2022-03-09,6.67,"high"
"North Dakota","Ransom County",2022-03-09,0,"low"
"Illinois","Christian County",2022-03-09,1.63,"substantial"
"Nebraska","Webster County",2022-03-09,3.6294571536429,""
"Minnesota","Pope County",2022-03-09,7.83,"high"
"Illinois","Madison County",2022-03-09,1.91,"substantial"
"Kansas","Seward County",2022-03-09,1.75,"low"
"Ohio","Lake County",2022-03-09,2.21,"moderate"
"Michigan","Schoolcraft County",2022-03-09,0,"moderate"
"Missouri","Mercer County",2022-03-09,3.23,"substantial"
"Kansas","Rice County",2022-03-09,28.85,"high"
"Kansas","Marshall County",2022-03-09,14.29,"high"
"Michigan","Huron County",2022-03-09,2.76,"low"
"Ohio","Lorain County",2022-03-09,2.45,"moderate"
"Michigan","Berrien County",2022-03-09,4.77,"moderate"
"Nebraska","Dodge County",2022-03-09,4.6,"low"
"North Dakota","Rolette County",2022-03-09,13.08,"high"
"Nebraska","Polk County",2022-03-09,3.6294571536429,"low"
"Nebraska","Colfax County",2022-03-09,5.56,"moderate"
"Nebraska","Burt County",2022-03-09,6.67,"moderate"
"Kansas","Morton County",2022-03-09,3.6294571536429,"low"
"Wisconsin","Marinette County",2022-03-09,2.21,"moderate"
"Minnesota","Clay County",2022-03-09,6.52,"high"
"Nebraska","Cass County",2022-03-09,2.7,"low"
"Illinois","Clay County",2022-03-09,0.72,"moderate"
"Michigan","Houghton County",2022-03-09,8.31,"substantial"
"Kansas","Franklin County",2022-03-09,3.27,"moderate"
"Missouri","Madison County",2022-03-09,1.67,"moderate"
"Indiana","Washington County",2022-03-09,4.04,"moderate"
"Michigan","Luce County",2022-03-09,28,"high"
